name,main_topic_7,main_topic_30,main_topic_90,words_topic_7,words_topic_30,words_topic_90
TomJohnson,3,16,69,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['robert', 'student', 'mit', 'graduate', 'article', 'class', 'ray', 'editor', 'frank', 'charlie', 'compton', 'law', 'caltech', 'wonderful', 'fermi', 'oppenheimer', 'york', 'chamber', 'professor', 'barrack']"
TomJones,4,4,49,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['hanford', 'russian', 'president', 'bush', 'issue', 'conant', 'lawyer', 'stimson', 'report', 'trial', 'document', 'soviet', 'public', 'tom', 'secretary', 'decision', 'judge', 'study', 'law', 'director']","['oppenheimer', 'robert', 'kitty', 'party', 'frank', 'berkeley', 'communist', 'princeton', 'member', 'letter', 'activity', 'committee', 'died', 'peter', 'relationship', 'union', 'laughter', 'student', 'trouble', 'political']"
TomKnight,1,13,22,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['community', 'enjoyed', 'grandmother', 'opportunity', 'black', 'father', 'team', 'mother', 'play', 'thirty', 'folk', 'eventually', 'dad', 'learned', 'forth', 'facility', 'construction', 'wonderful', 'played', 'white']"
TomMarceau,1,4,50,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['hanford', 'russian', 'president', 'bush', 'issue', 'conant', 'lawyer', 'stimson', 'report', 'trial', 'document', 'soviet', 'public', 'tom', 'secretary', 'decision', 'judge', 'study', 'law', 'director']","['neutron', 'ray', 'radiation', 'cell', 'data', 'exposed', 'source', 'radioactive', 'detector', 'level', 'gamma', 'crystal', 'russian', 'instrument', 'population', 'health', 'cancer', 'product', 'medical', 'light']"
TomMcDonald,7,26,57,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['plane', 'mission', 'crew', 'airplane', 'b', 'pilot', 'tinian', '29', 'training', 'wendover', 'reunion', 'dropped', 'hiroshima', 'flew', 'colonel', 'island', 'flight', 'nagasaki', 'japan', 'gay']","['brother', 'explosive', 'dad', 'plutonium', 'george', 'fellow', 'oppenheimer', 'fire', 'fermi', 'mother', 'father', 'chemistry', 'forth', 'sed', 'grove', 'de', 'teller', 'hill', 'rose', 'trinity']"
TomMiller,3,30,50,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['fermi', 'neutron', 'student', 'experiment', 'fission', 'reaction', 'theoretical', 'oppenheimer', 'pile', 'enrico', 'professor', 'bohr', 'experimental', 'measurement', 'graduate', 'compton', 'member', 'calculation', 'ray', 'cambridge']","['neutron', 'ray', 'radiation', 'cell', 'data', 'exposed', 'source', 'radioactive', 'detector', 'level', 'gamma', 'crystal', 'russian', 'instrument', 'population', 'health', 'cancer', 'product', 'medical', 'light']"
TomMitchell,7,8,8,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['plutonium', 'ship', 'oppenheimer', 'grove', 'laughter', 'trinity', 'chemistry', 'civilian', 'radioactive', 'officer', 'fellow', 'instrument', 'gun', 'explosive', 'dropped', 'leader', 'experiment', 'barrack', 'york', 'division']","['instrument', 'oppenheimer', 'grove', 'dr', 'laughter', 'hundred', 'corp', 'firm', 'leader', 'carbon', 'industry', 'chemical', 'developed', 'dollar', 'section', 'officer', 'radioactive', 'father', 'learned', 'sold']"
TomMooney,6,4,49,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['hanford', 'russian', 'president', 'bush', 'issue', 'conant', 'lawyer', 'stimson', 'report', 'trial', 'document', 'soviet', 'public', 'tom', 'secretary', 'decision', 'judge', 'study', 'law', 'director']","['oppenheimer', 'robert', 'kitty', 'party', 'frank', 'berkeley', 'communist', 'princeton', 'member', 'letter', 'activity', 'committee', 'died', 'peter', 'relationship', 'union', 'laughter', 'student', 'trouble', 'political']"
TomSwift,1,13,44,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['barrack', 'civilian', 'officer', 'forth', 'town', 'service', 'santa', 'fe', 'training', 'gi', 'sergeant', 'wac', 'tech', 'personnel', 'detachment', 'assigned', 'unit', 'various', 'trinity', 'post']"
TomWilkinson,1,27,22,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['girl', 'bus', 'married', 'road', 'food', 'dance', 'badge', 'forth', 'hill', 'hall', 'valley', 'civilian', 'happy', 'santa', 'guard', 'laughter', 'train', 'service', 'mother', 'truck']","['community', 'enjoyed', 'grandmother', 'opportunity', 'black', 'father', 'team', 'mother', 'play', 'thirty', 'folk', 'eventually', 'dad', 'learned', 'forth', 'facility', 'construction', 'wonderful', 'played', 'white']"
TomWright,4,25,72,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['hanford', 'reactor', 'dupont', 'waste', 'design', 'plutonium', 'river', 'tank', 'chemical', 'facility', 'separation', 'engineering', 'radiation', 'operation', 'level', 'cleanup', 'cell', 'wilmington', 'construction', 'columbia']","['hanford', 'waste', 'river', 'reactor', 'tank', 'cleanup', 'level', 'environmental', 'radiation', 'facility', 'issue', 'clean', 'plutonium', 'contamination', 'effect', 'national', 'health', 'worker', 'production', '000']"
TomYpsilantis,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
TomioKawata,3,20,69,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['bell', '000', 'valve', 'land', 'hanford', 'river', 'japanese', 'resource', 'generation', 'native', 'japan', 'columbia', 'mountain', 'cultural', 'culture', 'root', 'animal', 'lost', 'knowledge', 'kid']","['robert', 'student', 'mit', 'graduate', 'article', 'class', 'ray', 'editor', 'frank', 'charlie', 'compton', 'law', 'caltech', 'wonderful', 'fermi', 'oppenheimer', 'york', 'chamber', 'professor', 'barrack']"
Tommy,4,13,39,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['oppenheimer', 'soviet', 'church', 'agent', 'york', 'communist', 'espionage', 'hanford', 'officer', 'fbi', 'party', 'fuchs', 'tent', 'station', 'intelligence', 'spy', 'fellow', 'road', 'gold', 'canyon']"
TommyDouglas,1,13,21,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['oppenheimer', 'play', 'theater', 'letter', 'essentially', 'wilson', 'regret', 'film', 'act', 'written', 'york', 'szilard', 'teller', 'named', 'reading', 'music', 'write', 'impression', 'level', 'fine']"
TommyEvery,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
Toni,6,21,41,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['oppenheimer', 'robert', 'teller', 'berkeley', 'princeton', 'inaudible', 'kitty', 'party', 'student', 'letter', 'edward', 'institute', 'hearing', 'oppie', 'science', 'grove', 'lawrence', 'term', 'member', 'perhaps']","['oppenheimer', 'berkeley', 'robert', 'princeton', 'peter', 'student', 'kitty', 'hearing', 'inaudible', 'party', 'dr', 'john', 'secretary', 'institute', 'write', 'thirty', 'horse', 'summer', 'richard', 'recall']"
ToniOppenheimer,1,1,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
Tony,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
TonyEssaye,1,9,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
TonyFrench,6,17,34,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['soviet', 'heisenberg', 'communist', 'oppenheimer', 'fuchs', 'source', 'neutron', 'german', 'party', 'fbi', 'theory', 'british', 'espionage', 'facility', 'spy', 'moscow', 'germany', 'intelligence', 'quantum', 'term']","['french', 'france', 'father', 'german', 'paris', 'british', 'england', 'germany', 'heavy', 'frisch', 'de', 'difficult', 'clearly', 'curie', 'science', 'english', 'scientific', 'cambridge', 'obviously', 'jew']"
TonyMartinez,1,13,20,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['conant', 'bush', 'oppie', 'scout', 'grove', 'trinity', 'president', 'harvard', 'son', 'denver', 'chemistry', 'yield', 'british', 'hospital', 'guard', 'camp', 'fermi', 'technical', 'student', 'navy']"
TonyMatz,3,3,3,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['szilard', 'fermi', 'reactor', 'wigner', 'reaction', 'chain', 'science', 'plutonium', 'einstein', 'student', 'enrico', 'leo', 'graphite', 'chemistry', 'letter', 'professor', 'german', 'control', 'dr', 'nobel']","['reactor', 'wigner', 'szilard', 'plutonium', 'engineering', 'hanford', 'design', 'argonne', 'national', 'hospital', 'dupont', 'fermi', 'chemical', 'power', 'chemistry', 'graphite', '10', 'letter', 'reaction', 'science']"
TonyPrudish,2,23,88,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['hanford', 'barrack', '00', 'construction', 'richland', 'camp', 'b', 'hall', 'pasco', 'church', 'white', 'bluff', 'yakima', 'dupont', 'town', 'trailer', 'suppose', 'river', 'fellow', 'operation']","['dupont', 'design', 'construction', 'engineering', 'equipment', 'hanford', 'chemical', 'cell', 'separation', 'wilmington', 'crane', 'explosive', 'operation', 'foot', 'facility', 'powder', 'division', 'concrete', 'steel', 'safety']"
TonyTomei,4,28,41,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['construction', 'hanford', 'dupont', 'union', 'labor', 'engineering', 'powder', 'division', 'manager', 'manpower', 'kansa', 'carpenter', 'explosive', 'craft', 'grove', 'commission', 'aluminum', '000', 'train', 'priority']","['oppenheimer', 'berkeley', 'robert', 'princeton', 'peter', 'student', 'kitty', 'hearing', 'inaudible', 'party', 'dr', 'john', 'secretary', 'institute', 'write', 'thirty', 'horse', 'summer', 'richard', 'recall']"
TonyTurkevich,3,10,14,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['chemistry', 'barrier', 'berkeley', 'plutonium', 'columbia', 'chemist', 'lawrence', 'heavy', 'chemical', 'father', 'separation', 'cyclotron', 'method', 'experiment', 'fermi', 'dunning', 'urey', 'science', 'kellex', 'pressure']","['dunning', 'instrument', 'engineering', 'mass', 'method', 'gas', 'development', 'kellex', 'york', 'columbia', 'difficulty', 'barrier', 'student', 'electric', 'leak', 'instance', 'valve', 'developed', 'electrical', 'contact']"
Tracy,1,1,4,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['bush', 'decision', 'grove', 'president', 'committee', 'stimson', 'conant', 'marshall', 'diffusion', 'secretary', 'lawrence', 'example', 'barrier', 'keith', 'nichols', 'report', 'million', 'plutonium', 'electromagnetic', 'particularly']"
Trailways,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
Trauger,1,13,24,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['gi', 'ph', 'bus', 'mud', 'civilian', 'k', '25', 'dance', 'famous', 'husband', 'married', 'dancing', 'training', 'colloquium', 'senior', 'funny', 'recall', 'horse', 'mostly', 'seemed']"
TravelLodge,4,25,36,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['hanford', 'reactor', 'dupont', 'waste', 'design', 'plutonium', 'river', 'tank', 'chemical', 'facility', 'separation', 'engineering', 'radiation', 'operation', 'level', 'cleanup', 'cell', 'wilmington', 'construction', 'columbia']","['plutonium', 'hanford', 'separation', 'dr', 'dupont', 'reactor', 'scale', 'chemist', 'chemical', 'seaborg', 'element', '1942', 'bank', 'bluff', 'fission', 'concentration', 'construction', 'solution', 'step', '1944']"
TrevorGardner,6,6,13,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
TrinidadChavez,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
TrishaPritikin,2,22,63,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['science', 'community', 'museum', 'weapon', 'ii', 'national', 'black', 'folk', 'term', 'technology', 'town', 'example', 'opportunity', 'white', 'hanford', 'within', 'effort', 'basic', 'mit', 'often']","['kansa', 'manpower', 'commission', '00', 'texas', 'train', 'union', 'pasco', 'employment', 'hired', 'dupont', 'immediately', 'clear', 'priority', 'folk', 'plane', 'region', 'concern', 'cooled', '1']"
Tuck,1,13,31,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['glass', '2', 'civilian', 'barrack', 'feeling', 'gi', 'officer', 'hiroshima', 'gas', 'diffusion', 'fe', 'santa', '3', 'training', 'nagasaki', 'blowing', 'music', 'recall', 'date', 'shop']"
Tucker,1,27,55,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['girl', 'bus', 'married', 'road', 'food', 'dance', 'badge', 'forth', 'hill', 'hall', 'valley', 'civilian', 'happy', 'santa', 'guard', 'laughter', 'train', 'service', 'mother', 'truck']","['pump', 'mr', 'equipment', 'thousand', 'lawrence', 'president', '12', 'main', 'clean', 'key', 'grove', 'machine', 'learned', 'kellex', 'k', 'gun', 'tank', '25', 'inch', 'floor']"
Tyler,1,8,44,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['plutonium', 'ship', 'oppenheimer', 'grove', 'laughter', 'trinity', 'chemistry', 'civilian', 'radioactive', 'officer', 'fellow', 'instrument', 'gun', 'explosive', 'dropped', 'leader', 'experiment', 'barrack', 'york', 'division']","['barrack', 'civilian', 'officer', 'forth', 'town', 'service', 'santa', 'fe', 'training', 'gi', 'sergeant', 'wac', 'tech', 'personnel', 'detachment', 'assigned', 'unit', 'various', 'trinity', 'post']"
TylerMercia,1,1,75,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['fuel', 'plutonium', 'reactor', 'radiation', 'train', 'tube', 'front', 'system', 'fe', 'foot', 'inaudible', 'santa', 'discharge', 'dropped', 'inch', 'element', 'oxygen', 'rod', 'sphere', 'source']"
TíoCarlos,1,9,9,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['santa', 'fe', 'mexico', 'road', 'bus', 'spanish', 'brother', 'mr', 'canyon', 'indian', 'pueblo', 'truck', 'mother', 'albuquerque', 'oppenheimer', 'mail', 'dorothy', 'community', 'kid', 'san']"
UncleChester,1,27,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['girl', 'bus', 'married', 'road', 'food', 'dance', 'badge', 'forth', 'hill', 'hall', 'valley', 'civilian', 'happy', 'santa', 'guard', 'laughter', 'train', 'service', 'mother', 'truck']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
UncleConstantine,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
UncleErnest,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
UncleGlen,1,1,8,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['instrument', 'oppenheimer', 'grove', 'dr', 'laughter', 'hundred', 'corp', 'firm', 'leader', 'carbon', 'industry', 'chemical', 'developed', 'dollar', 'section', 'officer', 'radioactive', 'father', 'learned', 'sold']"
UncleHarvey,1,13,22,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['community', 'enjoyed', 'grandmother', 'opportunity', 'black', 'father', 'team', 'mother', 'play', 'thirty', 'folk', 'eventually', 'dad', 'learned', 'forth', 'facility', 'construction', 'wonderful', 'played', 'white']"
